<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SPFB.RTS-12.18,1,18/10/18,23:29,113290.0,113290.0,113280.0,113280.0,42
SPFB.RTS-12.18,1,18/10/18,23:30,113280.0,113390.0,113280.0,113380.0,1714
SPFB.RTS-12.18,1,18/10/18,23:31,113380.0,113390.0,113350.0,113360.0,125
SPFB.RTS-12.18,1,18/10/18,23:32,113370.0,113380.0,113360.0,113360.0,59
SPFB.RTS-12.18,1,18/10/18,23:33,113370.0,113500.0,113370.0,113490.0,457
SPFB.RTS-12.18,1,18/10/18,23:34,113480.0,113520.0,113430.0,113440.0,281
SPFB.RTS-12.18,1,18/10/18,23:35,113450.0,113460.0,113440.0,113450.0,23
SPFB.RTS-12.18,1,18/10/18,23:36,113450.0,113480.0,113450.0,113470.0,44
SPFB.RTS-12.18,1,18/10/18,23:37,113480.0,113500.0,113470.0,113490.0,99
SPFB.RTS-12.18,1,18/10/18,23:38,113490.0,113490.0,113470.0,113470.0,63
SPFB.RTS-12.18,1,18/10/18,23:39,113470.0,113470.0,113440.0,113440.0,43
SPFB.RTS-12.18,1,18/10/18,23:40,113460.0,113480.0,113450.0,113460.0,113
SPFB.RTS-12.18,1,18/10/18,23:41,113480.0,113480.0,113440.0,113440.0,47
SPFB.RTS-12.18,1,18/10/18,23:42,113450.0,113450.0,113430.0,113440.0,67
SPFB.RTS-12.18,1,18/10/18,23:43,113450.0,113450.0,113430.0,113450.0,22
SPFB.RTS-12.18,1,18/10/18,23:44,113450.0,113480.0,113450.0,113460.0,36
SPFB.RTS-12.18,1,18/10/18,23:45,113480.0,113490.0,113470.0,113490.0,65
SPFB.RTS-12.18,1,18/10/18,23:46,113500.0,113510.0,113470.0,113500.0,170
SPFB.RTS-12.18,1,18/10/18,23:47,113500.0,113520.0,113490.0,113510.0,106
SPFB.RTS-12.18,1,18/10/18,23:48,113500.0,113500.0,113450.0,113450.0,149
SPFB.RTS-12.18,1,18/10/18,23:49,113470.0,113510.0,113470.0,113490.0,229
SPFB.RTS-12.18,1,18/10/18,23:50,113480.0,113530.0,113390.0,113500.0,734
SPFB.RTS-12.18,1,20/11/18,10:01,113560.0,113560.0,113010.0,113190.0,4738
SPFB.RTS-12.18,1,20/11/18,10:02,113200.0,113240.0,113110.0,113140.0,1478
SPFB.RTS-12.18,1,20/11/18,10:03,113140.0,113200.0,113110.0,113120.0,1324
SPFB.RTS-12.18,1,20/11/18,10:04,113130.0,113140.0,113080.0,113080.0,854
SPFB.RTS-12.18,1,20/11/18,10:05,113070.0,113170.0,113050.0,113130.0,1223
SPFB.RTS-12.18,1,20/11/18,10:06,113120.0,113130.0,112930.0,112950.0,1731
SPFB.RTS-12.18,1,20/11/18,10:07,112950.0,113040.0,112910.0,112990.0,990
SPFB.RTS-12.18,1,20/11/18,10:08,112990.0,113010.0,112960.0,113010.0,759
SPFB.RTS-12.18,1,20/11/18,10:09,113000.0,113080.0,112960.0,112960.0,624
SPFB.RTS-12.18,1,20/11/18,10:10,112960.0,112990.0,112920.0,112970.0,1099
SPFB.RTS-12.18,1,20/11/18,10:11,112950.0,113000.0,112910.0,112950.0,925
SPFB.RTS-12.18,1,20/11/18,10:12,112940.0,113000.0,112890.0,112990.0,606
SPFB.RTS-12.18,1,20/11/18,10:13,113000.0,113040.0,112930.0,113040.0,508
SPFB.RTS-12.18,1,20/11/18,10:14,113040.0,113050.0,112980.0,113000.0,355
SPFB.RTS-12.18,1,20/11/18,10:15,113010.0,113020.0,112910.0,112940.0,585
SPFB.RTS-12.18,1,20/11/18,10:16,112940.0,112970.0,112870.0,112930.0,816
SPFB.RTS-12.18,1,20/11/18,10:17,112940.0,113020.0,112920.0,112990.0,681
SPFB.RTS-12.18,1,20/11/18,10:18,113000.0,113050.0,113000.0,113000.0,458
SPFB.RTS-12.18,1,20/11/18,10:19,113000.0,113050.0,113000.0,113050.0,190
SPFB.RTS-12.18,1,20/11/18,10:20,113050.0,113050.0,113010.0,113010.0,97
SPFB.RTS-12.18,1,20/11/18,10:21,113010.0,113080.0,113010.0,113030.0,294
SPFB.RTS-12.18,1,20/11/18,10:22,113040.0,113040.0,112930.0,112950.0,510
SPFB.RTS-12.18,1,20/11/18,10:23,112970.0,112990.0,112950.0,112980.0,125
SPFB.RTS-12.18,1,20/11/18,10:24,112980.0,113010.0,112950.0,112980.0,255
SPFB.RTS-12.18,1,20/11/18,10:25,112980.0,113010.0,112970.0,112970.0,197
SPFB.RTS-12.18,1,20/11/18,10:26,112960.0,112970.0,112900.0,112960.0,535
SPFB.RTS-12.18,1,20/11/18,10:27,112960.0,112980.0,112930.0,112940.0,177
SPFB.RTS-12.18,1,20/11/18,10:28,112950.0,112980.0,112950.0,112950.0,109
SPFB.RTS-12.18,1,20/11/18,10:29,112960.0,113010.0,112960.0,113010.0,299
SPFB.RTS-12.18,1,20/11/18,10:30,113000.0,113020.0,112950.0,112950.0,196
SPFB.RTS-12.18,1,20/11/18,10:31,112960.0,113010.0,112950.0,113010.0,252
SPFB.RTS-12.18,1,20/11/18,10:32,113010.0,113060.0,113010.0,113030.0,330
SPFB.RTS-12.18,1,20/11/18,10:33,113030.0,113170.0,113010.0,113120.0,1024
SPFB.RTS-12.18,1,20/11/18,10:34,113120.0,113170.0,113100.0,113140.0,578
SPFB.RTS-12.18,1,20/11/18,10:35,113130.0,113150.0,113090.0,113100.0,217
SPFB.RTS-12.18,1,20/11/18,10:36,113090.0,113120.0,113090.0,113090.0,214
SPFB.RTS-12.18,1,20/11/18,10:37,113090.0,113090.0,113030.0,113040.0,398
SPFB.RTS-12.18,1,20/11/18,10:38,113040.0,113070.0,113020.0,113070.0,215
SPFB.RTS-12.18,1,20/11/18,10:39,113070.0,113120.0,113050.0,113100.0,224
SPFB.RTS-12.18,1,20/11/18,10:40,113100.0,113110.0,113050.0,113070.0,127
SPFB.RTS-12.18,1,20/11/18,10:41,113070.0,113080.0,113020.0,113020.0,218
SPFB.RTS-12.18,1,20/11/18,10:42,113020.0,113040.0,112950.0,113010.0,814
SPFB.RTS-12.18,1,20/11/18,10:43,113020.0,113020.0,112890.0,112910.0,1033
SPFB.RTS-12.18,1,20/11/18,10:44,112920.0,113010.0,112920.0,112960.0,401
SPFB.RTS-12.18,1,20/11/18,10:45,112950.0,113050.0,112950.0,113000.0,393
SPFB.RTS-12.18,1,20/11/18,10:46,113010.0,113050.0,112990.0,113010.0,308
SPFB.RTS-12.18,1,20/11/18,10:47,113010.0,113020.0,112880.0,112880.0,583
SPFB.RTS-12.18,1,20/11/18,10:48,112880.0,112960.0,112840.0,112950.0,1369
SPFB.RTS-12.18,1,20/11/18,10:49,112940.0,112960.0,112840.0,112850.0,538
SPFB.RTS-12.18,1,20/11/18,10:50,112850.0,112910.0,112830.0,112880.0,546
SPFB.RTS-12.18,1,20/11/18,10:51,112880.0,112880.0,112760.0,112810.0,2050
SPFB.RTS-12.18,1,20/11/18,10:52,112810.0,112830.0,112730.0,112790.0,1444
SPFB.RTS-12.18,1,20/11/18,10:53,112810.0,112810.0,112760.0,112790.0,454
SPFB.RTS-12.18,1,20/11/18,10:54,112790.0,112790.0,112700.0,112710.0,556
SPFB.RTS-12.18,1,20/11/18,10:55,112710.0,112760.0,112690.0,112710.0,1009
SPFB.RTS-12.18,1,20/11/18,10:56,112710.0,112710.0,112520.0,112580.0,4305
SPFB.RTS-12.18,1,20/11/18,10:57,112580.0,112600.0,112540.0,112570.0,1042
SPFB.RTS-12.18,1,20/11/18,10:58,112560.0,112580.0,112540.0,112540.0,583
SPFB.RTS-12.18,1,20/11/18,10:59,112540.0,112620.0,112520.0,112590.0,1066
SPFB.RTS-12.18,1,20/11/18,11:00,112590.0,112620.0,112560.0,112570.0,739
SPFB.RTS-12.18,1,20/11/18,11:01,112580.0,112690.0,112550.0,112620.0,1747
SPFB.RTS-12.18,1,20/11/18,11:02,112620.0,112670.0,112610.0,112650.0,631
SPFB.RTS-12.18,1,20/11/18,11:03,112650.0,112690.0,112630.0,112690.0,741
SPFB.RTS-12.18,1,20/11/18,11:04,112680.0,112700.0,112660.0,112690.0,639
SPFB.RTS-12.18,1,20/11/18,11:05,112680.0,112700.0,112640.0,112700.0,579
SPFB.RTS-12.18,1,20/11/18,11:06,112700.0,112700.0,112510.0,112510.0,2068
SPFB.RTS-12.18,1,20/11/18,11:07,112510.0,112530.0,112410.0,112530.0,3062
SPFB.RTS-12.18,1,20/11/18,11:08,112520.0,112610.0,112480.0,112600.0,1170
SPFB.RTS-12.18,1,20/11/18,11:09,112600.0,112650.0,112570.0,112630.0,874
SPFB.RTS-12.18,1,20/11/18,11:10,112630.0,112630.0,112480.0,112550.0,1362
SPFB.RTS-12.18,1,20/11/18,11:11,112550.0,112580.0,112500.0,112560.0,567
SPFB.RTS-12.18,1,20/11/18,11:12,112550.0,112570.0,112500.0,112520.0,715
SPFB.RTS-12.18,1,20/11/18,11:13,112510.0,112630.0,112510.0,112620.0,514
SPFB.RTS-12.18,1,20/11/18,11:14,112600.0,112610.0,112500.0,112550.0,634
SPFB.RTS-12.18,1,20/11/18,11:15,112550.0,112640.0,112530.0,112640.0,656
SPFB.RTS-12.18,1,20/11/18,11:16,112630.0,112700.0,112620.0,112650.0,1295
SPFB.RTS-12.18,1,20/11/18,11:17,112640.0,112680.0,112630.0,112670.0,243
SPFB.RTS-12.18,1,20/11/18,11:18,112660.0,112790.0,112630.0,112760.0,1277
SPFB.RTS-12.18,1,20/11/18,11:19,112750.0,112820.0,112740.0,112750.0,1196
SPFB.RTS-12.18,1,20/11/18,11:20,112750.0,112800.0,112720.0,112740.0,638
SPFB.RTS-12.18,1,20/11/18,11:21,112740.0,112750.0,112690.0,112700.0,593
SPFB.RTS-12.18,1,20/11/18,11:22,112690.0,112700.0,112560.0,112650.0,989
SPFB.RTS-12.18,1,20/11/18,11:23,112650.0,112650.0,112600.0,112630.0,656
SPFB.RTS-12.18,1,20/11/18,11:24,112620.0,112650.0,112580.0,112600.0,784
SPFB.RTS-12.18,1,20/11/18,11:25,112620.0,112680.0,112570.0,112680.0,967
SPFB.RTS-12.18,1,20/11/18,11:26,112670.0,112680.0,112620.0,112670.0,571
SPFB.RTS-12.18,1,20/11/18,11:27,112680.0,112820.0,112670.0,112820.0,1202
SPFB.RTS-12.18,1,20/11/18,11:28,112820.0,112820.0,112720.0,112770.0,923
SPFB.RTS-12.18,1,20/11/18,11:29,112760.0,112820.0,112740.0,112800.0,634
SPFB.RTS-12.18,1,20/11/18,11:30,112810.0,112840.0,112770.0,112780.0,750
SPFB.RTS-12.18,1,20/11/18,11:31,112790.0,112810.0,112730.0,112760.0,750
SPFB.RTS-12.18,1,20/11/18,11:32,112770.0,112800.0,112740.0,112770.0,463
SPFB.RTS-12.18,1,20/11/18,11:33,112770.0,112800.0,112730.0,112730.0,438
SPFB.RTS-12.18,1,20/11/18,11:34,112740.0,112750.0,112690.0,112700.0,684
SPFB.RTS-12.18,1,20/11/18,11:35,112710.0,112710.0,112490.0,112520.0,2369
SPFB.RTS-12.18,1,20/11/18,11:36,112530.0,112620.0,112520.0,112560.0,825
SPFB.RTS-12.18,1,20/11/18,11:37,112550.0,112590.0,112530.0,112590.0,463
SPFB.RTS-12.18,1,20/11/18,11:38,112590.0,112590.0,112520.0,112550.0,323
SPFB.RTS-12.18,1,20/11/18,11:39,112540.0,112630.0,112530.0,112590.0,327
SPFB.RTS-12.18,1,20/11/18,11:40,112590.0,112600.0,112520.0,112590.0,379
SPFB.RTS-12.18,1,20/11/18,11:41,112600.0,112620.0,112420.0,112480.0,1534
SPFB.RTS-12.18,1,20/11/18,11:42,112480.0,112550.0,112470.0,112550.0,888
SPFB.RTS-12.18,1,20/11/18,11:43,112550.0,112590.0,112510.0,112540.0,357
SPFB.RTS-12.18,1,20/11/18,11:44,112550.0,112590.0,112530.0,112590.0,395
SPFB.RTS-12.18,1,20/11/18,11:45,112600.0,112650.0,112580.0,112620.0,646
SPFB.RTS-12.18,1,20/11/18,11:46,112620.0,112640.0,112600.0,112600.0,389
SPFB.RTS-12.18,1,20/11/18,11:47,112620.0,112650.0,112560.0,112600.0,784
SPFB.RTS-12.18,1,20/11/18,11:48,112610.0,112610.0,112520.0,112520.0,626
SPFB.RTS-12.18,1,20/11/18,11:49,112510.0,112550.0,112480.0,112510.0,1023
SPFB.RTS-12.18,1,20/11/18,11:50,112500.0,112500.0,112330.0,112340.0,2570
SPFB.RTS-12.18,1,20/11/18,11:51,112340.0,112360.0,112260.0,112330.0,2451
SPFB.RTS-12.18,1,20/11/18,11:52,112330.0,112330.0,112280.0,112290.0,882
SPFB.RTS-12.18,1,20/11/18,11:53,112280.0,112370.0,112280.0,112330.0,1243
SPFB.RTS-12.18,1,20/11/18,11:54,112330.0,112360.0,112330.0,112350.0,404
SPFB.RTS-12.18,1,20/11/18,11:55,112340.0,112380.0,112340.0,112370.0,353
SPFB.RTS-12.18,1,20/11/18,11:56,112370.0,112370.0,112300.0,112300.0,515
SPFB.RTS-12.18,1,20/11/18,11:57,112300.0,112320.0,112280.0,112300.0,550
SPFB.RTS-12.18,1,20/11/18,11:58,112300.0,112300.0,112270.0,112280.0,374
SPFB.RTS-12.18,1,20/11/18,11:59,112280.0,112320.0,112250.0,112310.0,781
SPFB.RTS-12.18,1,20/11/18,12:00,112300.0,112300.0,112240.0,112280.0,1002
SPFB.RTS-12.18,1,20/11/18,12:01,112280.0,112320.0,112240.0,112300.0,1002
SPFB.RTS-12.18,1,20/11/18,12:02,112290.0,112380.0,112280.0,112370.0,1141
SPFB.RTS-12.18,1,20/11/18,12:03,112380.0,112440.0,112370.0,112380.0,1424
SPFB.RTS-12.18,1,20/11/18,12:04,112390.0,112420.0,112340.0,112370.0,645
SPFB.RTS-12.18,1,20/11/18,12:05,112370.0,112450.0,112360.0,112380.0,774
SPFB.RTS-12.18,1,20/11/18,12:06,112380.0,112420.0,112360.0,112380.0,352
SPFB.RTS-12.18,1,20/11/18,12:07,112380.0,112410.0,112360.0,112410.0,256
SPFB.RTS-12.18,1,20/11/18,12:08,112410.0,112410.0,112340.0,112350.0,489
SPFB.RTS-12.18,1,20/11/18,12:09,112350.0,112360.0,112290.0,112330.0,398
SPFB.RTS-12.18,1,20/11/18,12:10,112330.0,112400.0,112290.0,112400.0,853
SPFB.RTS-12.18,1,20/11/18,12:11,112400.0,112440.0,112360.0,112430.0,628
SPFB.RTS-12.18,1,20/11/18,12:12,112430.0,112450.0,112390.0,112420.0,454
SPFB.RTS-12.18,1,20/11/18,12:13,112420.0,112420.0,112140.0,112240.0,2978
SPFB.RTS-12.18,1,20/11/18,12:14,112240.0,112330.0,112210.0,112320.0,834
SPFB.RTS-12.18,1,20/11/18,12:15,112310.0,112360.0,112300.0,112330.0,501
SPFB.RTS-12.18,1,20/11/18,12:16,112330.0,112370.0,112300.0,112300.0,503
SPFB.RTS-12.18,1,20/11/18,12:17,112300.0,112360.0,112300.0,112340.0,273
SPFB.RTS-12.18,1,20/11/18,12:18,112330.0,112450.0,112330.0,112390.0,998
SPFB.RTS-12.18,1,20/11/18,12:19,112400.0,112400.0,112340.0,112370.0,431
SPFB.RTS-12.18,1,20/11/18,12:20,112370.0,112500.0,112360.0,112420.0,1054
SPFB.RTS-12.18,1,20/11/18,12:21,112420.0,112450.0,112400.0,112450.0,201
SPFB.RTS-12.18,1,20/11/18,12:22,112440.0,112450.0,112390.0,112420.0,251
SPFB.RTS-12.18,1,20/11/18,12:23,112410.0,112420.0,112330.0,112330.0,491
SPFB.RTS-12.18,1,20/11/18,12:24,112330.0,112460.0,112290.0,112440.0,821
SPFB.RTS-12.18,1,20/11/18,12:25,112440.0,112500.0,112430.0,112460.0,382
SPFB.RTS-12.18,1,20/11/18,12:26,112460.0,112550.0,112450.0,112530.0,966
SPFB.RTS-12.18,1,20/11/18,12:27,112530.0,112570.0,112470.0,112480.0,462
SPFB.RTS-12.18,1,20/11/18,12:28,112490.0,112500.0,112440.0,112460.0,326
SPFB.RTS-12.18,1,20/11/18,12:29,112460.0,112460.0,112410.0,112450.0,365
SPFB.RTS-12.18,1,20/11/18,12:30,112450.0,112480.0,112350.0,112350.0,341
SPFB.RTS-12.18,1,20/11/18,12:31,112350.0,112400.0,112320.0,112390.0,803
SPFB.RTS-12.18,1,20/11/18,12:32,112390.0,112420.0,112370.0,112420.0,171
SPFB.RTS-12.18,1,20/11/18,12:33,112420.0,112460.0,112410.0,112440.0,367
SPFB.RTS-12.18,1,20/11/18,12:34,112460.0,112510.0,112440.0,112510.0,545
SPFB.RTS-12.18,1,20/11/18,12:35,112520.0,112610.0,112500.0,112530.0,929
SPFB.RTS-12.18,1,20/11/18,12:36,112530.0,112660.0,112520.0,112620.0,2039
SPFB.RTS-12.18,1,20/11/18,12:37,112620.0,112650.0,112610.0,112630.0,339
SPFB.RTS-12.18,1,20/11/18,12:38,112630.0,112690.0,112620.0,112630.0,512
SPFB.RTS-12.18,1,20/11/18,12:39,112620.0,112650.0,112610.0,112610.0,242
SPFB.RTS-12.18,1,20/11/18,12:40,112620.0,112640.0,112580.0,112610.0,584
SPFB.RTS-12.18,1,20/11/18,12:41,112600.0,112670.0,112570.0,112640.0,472
SPFB.RTS-12.18,1,20/11/18,12:42,112640.0,112660.0,112610.0,112620.0,347
SPFB.RTS-12.18,1,20/11/18,12:43,112620.0,112640.0,112580.0,112590.0,301
SPFB.RTS-12.18,1,20/11/18,12:44,112580.0,112620.0,112570.0,112570.0,270
SPFB.RTS-12.18,1,20/11/18,12:45,112570.0,112580.0,112520.0,112560.0,481
SPFB.RTS-12.18,1,20/11/18,12:46,112550.0,112570.0,112510.0,112540.0,377
SPFB.RTS-12.18,1,20/11/18,12:47,112530.0,112540.0,112440.0,112480.0,724
SPFB.RTS-12.18,1,20/11/18,12:48,112490.0,112510.0,112450.0,112510.0,215
SPFB.RTS-12.18,1,20/11/18,12:49,112510.0,112520.0,112450.0,112450.0,200
SPFB.RTS-12.18,1,20/11/18,12:50,112440.0,112460.0,112380.0,112420.0,483
SPFB.RTS-12.18,1,20/11/18,12:51,112400.0,112480.0,112340.0,112470.0,663
SPFB.RTS-12.18,1,20/11/18,12:52,112470.0,112480.0,112420.0,112420.0,174
SPFB.RTS-12.18,1,20/11/18,12:53,112430.0,112470.0,112420.0,112470.0,201
SPFB.RTS-12.18,1,20/11/18,12:54,112470.0,112500.0,112440.0,112470.0,273
SPFB.RTS-12.18,1,20/11/18,12:55,112450.0,112470.0,112420.0,112440.0,141
SPFB.RTS-12.18,1,20/11/18,12:56,112450.0,112450.0,112400.0,112420.0,208
SPFB.RTS-12.18,1,20/11/18,12:57,112430.0,112440.0,112380.0,112440.0,342
SPFB.RTS-12.18,1,20/11/18,12:58,112450.0,112470.0,112420.0,112470.0,87
SPFB.RTS-12.18,1,20/11/18,12:59,112480.0,112490.0,112400.0,112420.0,497
SPFB.RTS-12.18,1,20/11/18,13:00,112410.0,112420.0,112310.0,112350.0,422
SPFB.RTS-12.18,1,20/11/18,13:01,112350.0,112440.0,112320.0,112350.0,593
SPFB.RTS-12.18,1,20/11/18,13:02,112360.0,112430.0,112350.0,112420.0,396
SPFB.RTS-12.18,1,20/11/18,13:03,112410.0,112420.0,112350.0,112370.0,206
SPFB.RTS-12.18,1,20/11/18,13:04,112390.0,112500.0,112390.0,112440.0,399
SPFB.RTS-12.18,1,20/11/18,13:05,112440.0,112470.0,112380.0,112400.0,742
SPFB.RTS-12.18,1,20/11/18,13:06,112410.0,112430.0,112380.0,112390.0,217
SPFB.RTS-12.18,1,20/11/18,13:07,112400.0,112400.0,112300.0,112310.0,1037
SPFB.RTS-12.18,1,20/11/18,13:08,112330.0,112400.0,112300.0,112400.0,643
SPFB.RTS-12.18,1,20/11/18,13:09,112390.0,112450.0,112380.0,112430.0,501
SPFB.RTS-12.18,1,20/11/18,13:10,112430.0,112450.0,112390.0,112410.0,233
SPFB.RTS-12.18,1,20/11/18,13:11,112410.0,112430.0,112390.0,112410.0,109
SPFB.RTS-12.18,1,20/11/18,13:12,112410.0,112440.0,112370.0,112440.0,254
SPFB.RTS-12.18,1,20/11/18,13:13,112440.0,112480.0,112420.0,112430.0,373
SPFB.RTS-12.18,1,20/11/18,13:14,112440.0,112460.0,112390.0,112460.0,207
SPFB.RTS-12.18,1,20/11/18,13:15,112460.0,112470.0,112380.0,112440.0,232
SPFB.RTS-12.18,1,20/11/18,13:16,112450.0,112450.0,112360.0,112400.0,534
SPFB.RTS-12.18,1,20/11/18,13:17,112400.0,112460.0,112400.0,112460.0,327
SPFB.RTS-12.18,1,20/11/18,13:18,112450.0,112450.0,112380.0,112400.0,206
SPFB.RTS-12.18,1,20/11/18,13:19,112410.0,112420.0,112380.0,112400.0,330
SPFB.RTS-12.18,1,20/11/18,13:20,112400.0,112460.0,112390.0,112450.0,214
SPFB.RTS-12.18,1,20/11/18,13:21,112440.0,112620.0,112440.0,112560.0,1159
SPFB.RTS-12.18,1,20/11/18,13:22,112560.0,112620.0,112560.0,112580.0,300
SPFB.RTS-12.18,1,20/11/18,13:23,112580.0,112620.0,112540.0,112600.0,472
SPFB.RTS-12.18,1,20/11/18,13:24,112610.0,112750.0,112610.0,112740.0,1792
SPFB.RTS-12.18,1,20/11/18,13:25,112740.0,112750.0,112670.0,112700.0,630
SPFB.RTS-12.18,1,20/11/18,13:26,112700.0,112770.0,112680.0,112700.0,549
SPFB.RTS-12.18,1,20/11/18,13:27,112700.0,112740.0,112680.0,112720.0,276
SPFB.RTS-12.18,1,20/11/18,13:28,112730.0,112740.0,112700.0,112720.0,364
SPFB.RTS-12.18,1,20/11/18,13:29,112730.0,112730.0,112660.0,112660.0,338
SPFB.RTS-12.18,1,20/11/18,13:30,112650.0,112720.0,112650.0,112700.0,264
SPFB.RTS-12.18,1,20/11/18,13:31,112700.0,112740.0,112700.0,112720.0,412
SPFB.RTS-12.18,1,20/11/18,13:32,112730.0,112810.0,112730.0,112790.0,639
SPFB.RTS-12.18,1,20/11/18,13:33,112780.0,112790.0,112730.0,112730.0,342
SPFB.RTS-12.18,1,20/11/18,13:34,112730.0,112730.0,112680.0,112710.0,372
SPFB.RTS-12.18,1,20/11/18,13:35,112700.0,112700.0,112590.0,112630.0,694
SPFB.RTS-12.18,1,20/11/18,13:36,112630.0,112660.0,112610.0,112640.0,465
SPFB.RTS-12.18,1,20/11/18,13:37,112620.0,112650.0,112580.0,112630.0,245
SPFB.RTS-12.18,1,20/11/18,13:38,112640.0,112640.0,112590.0,112610.0,146
SPFB.RTS-12.18,1,20/11/18,13:39,112600.0,112660.0,112600.0,112620.0,230
SPFB.RTS-12.18,1,20/11/18,13:40,112640.0,112710.0,112640.0,112670.0,401
SPFB.RTS-12.18,1,20/11/18,13:41,112680.0,112780.0,112660.0,112750.0,514
SPFB.RTS-12.18,1,20/11/18,13:42,112750.0,112800.0,112720.0,112750.0,280
SPFB.RTS-12.18,1,20/11/18,13:43,112770.0,112780.0,112730.0,112730.0,84
SPFB.RTS-12.18,1,20/11/18,13:44,112760.0,112830.0,112740.0,112780.0,432
SPFB.RTS-12.18,1,20/11/18,13:45,112800.0,112810.0,112730.0,112750.0,415
SPFB.RTS-12.18,1,20/11/18,13:46,112750.0,112790.0,112740.0,112750.0,137
SPFB.RTS-12.18,1,20/11/18,13:47,112760.0,112770.0,112700.0,112740.0,207
SPFB.RTS-12.18,1,20/11/18,13:48,112750.0,112780.0,112710.0,112740.0,172
SPFB.RTS-12.18,1,20/11/18,13:49,112740.0,112870.0,112700.0,112780.0,1440
SPFB.RTS-12.18,1,20/11/18,13:50,112780.0,112830.0,112780.0,112810.0,312
SPFB.RTS-12.18,1,20/11/18,13:51,112820.0,112850.0,112790.0,112800.0,240
SPFB.RTS-12.18,1,20/11/18,13:52,112790.0,112830.0,112760.0,112820.0,322
SPFB.RTS-12.18,1,20/11/18,13:53,112830.0,112870.0,112800.0,112830.0,387
SPFB.RTS-12.18,1,20/11/18,13:54,112820.0,112840.0,112760.0,112780.0,681
SPFB.RTS-12.18,1,20/11/18,13:55,112790.0,112800.0,112750.0,112790.0,319
SPFB.RTS-12.18,1,20/11/18,13:56,112800.0,112810.0,112750.0,112790.0,265
SPFB.RTS-12.18,1,20/11/18,13:57,112780.0,112790.0,112730.0,112730.0,358
SPFB.RTS-12.18,1,20/11/18,13:58,112740.0,112760.0,112710.0,112710.0,179
SPFB.RTS-12.18,1,20/11/18,13:59,112720.0,112750.0,112700.0,112750.0,202
SPFB.RTS-12.18,1,20/11/18,14:00,112730.0,112760.0,112710.0,112720.0,187
SPFB.RTS-12.18,1,20/11/18,14:06,112720.0,112730.0,112600.0,112690.0,813
SPFB.RTS-12.18,1,20/11/18,14:07,112690.0,112730.0,112670.0,112730.0,266
SPFB.RTS-12.18,1,20/11/18,14:08,112730.0,112830.0,112730.0,112790.0,708
SPFB.RTS-12.18,1,20/11/18,14:09,112790.0,112840.0,112780.0,112800.0,413
SPFB.RTS-12.18,1,20/11/18,14:10,112780.0,112820.0,112760.0,112810.0,399
SPFB.RTS-12.18,1,20/11/18,14:11,112820.0,112840.0,112800.0,112820.0,285
SPFB.RTS-12.18,1,20/11/18,14:12,112810.0,112930.0,112800.0,112810.0,1691
SPFB.RTS-12.18,1,20/11/18,14:13,112810.0,112810.0,112730.0,112780.0,532
SPFB.RTS-12.18,1,20/11/18,14:14,112790.0,112830.0,112770.0,112790.0,319
SPFB.RTS-12.18,1,20/11/18,14:15,112790.0,112830.0,112780.0,112830.0,304
SPFB.RTS-12.18,1,20/11/18,14:16,112830.0,112860.0,112810.0,112850.0,405
SPFB.RTS-12.18,1,20/11/18,14:17,112860.0,112860.0,112820.0,112850.0,228
SPFB.RTS-12.18,1,20/11/18,14:18,112840.0,112870.0,112830.0,112840.0,825
SPFB.RTS-12.18,1,20/11/18,14:19,112830.0,112900.0,112800.0,112890.0,355
SPFB.RTS-12.18,1,20/11/18,14:20,112890.0,112890.0,112820.0,112840.0,227
SPFB.RTS-12.18,1,20/11/18,14:21,112850.0,112870.0,112800.0,112830.0,279
SPFB.RTS-12.18,1,20/11/18,14:22,112830.0,112850.0,112810.0,112850.0,178
SPFB.RTS-12.18,1,20/11/18,14:23,112850.0,112850.0,112820.0,112840.0,67
SPFB.RTS-12.18,1,20/11/18,14:24,112840.0,112850.0,112740.0,112740.0,537
SPFB.RTS-12.18,1,20/11/18,14:25,112740.0,112760.0,112700.0,112740.0,376
SPFB.RTS-12.18,1,20/11/18,14:26,112750.0,112780.0,112720.0,112750.0,516
SPFB.RTS-12.18,1,20/11/18,14:27,112750.0,112770.0,112720.0,112740.0,142
SPFB.RTS-12.18,1,20/11/18,14:28,112750.0,112760.0,112740.0,112750.0,314
SPFB.RTS-12.18,1,20/11/18,14:29,112760.0,112760.0,112710.0,112720.0,100
SPFB.RTS-12.18,1,20/11/18,14:30,112730.0,112750.0,112700.0,112710.0,88
SPFB.RTS-12.18,1,20/11/18,14:31,112700.0,112710.0,112540.0,112630.0,1365
SPFB.RTS-12.18,1,20/11/18,14:32,112630.0,112670.0,112600.0,112670.0,430
SPFB.RTS-12.18,1,20/11/18,14:33,112670.0,112760.0,112670.0,112760.0,475
SPFB.RTS-12.18,1,20/11/18,14:34,112760.0,112760.0,112700.0,112710.0,193
SPFB.RTS-12.18,1,20/11/18,14:35,112690.0,112800.0,112680.0,112780.0,280
SPFB.RTS-12.18,1,20/11/18,14:36,112780.0,112830.0,112760.0,112790.0,339
SPFB.RTS-12.18,1,20/11/18,14:37,112780.0,112910.0,112770.0,112890.0,1067
SPFB.RTS-12.18,1,20/11/18,14:38,112890.0,112910.0,112840.0,112870.0,374
